names,scores,logfoldchanges,pvals,pvals_adj
STRAP,23.190666,0.19225608,5.656050644006824e-119,1.9614330836422777e-118
CCDC28A,23.183458,0.4870019,6.687184985433531e-119,2.31773015340012e-118
PLEKHJ1,23.177114,0.31366906,7.748336537862406e-119,2.684030641244032e-118
ZMYM5,23.169617,0.39958307,9.221773903668205e-119,3.19266284124783e-118
ATF6B,23.144981,0.3076355,1.633192016849899e-118,5.651133438834607e-118
FLII,23.143179,0.41282564,1.70292009641161e-118,5.889147663433407e-118
BCAP29,23.139254,0.4217196,1.86509864564076e-118,6.446440401728505e-118
NSF,23.133957,0.42133418,2.1088206384702717e-118,7.284805032727786e-118
GIMAP4,-23.130613,-0.23951976,2.278684850175729e-118,7.867247473895894e-118
SNRNP25,23.117756,0.766724,3.0693184270271183e-118,1.0591095465792418e-117
PLEKHO1,23.100893,0.4249343,4.535176436398321e-118,1.5640608481867639e-117
SREK1,23.095316,0.31297478,5.160152397475333e-118,1.7786178181049965e-117
ZNF428,23.094522,0.25474542,5.255744609139204e-118,1.8105692882585277e-117
MTPN,23.066881,0.20543699,9.958847948827719e-118,3.428869167191316e-117
LRBA,23.064173,0.2698258,1.0602360166721914e-117,3.648424928658542e-117
CCDC117,23.062737,0.6467171,1.0960217116491089e-117,3.7694952325875896e-117
FPGS,23.056623,0.42074132,1.262241002359338e-117,4.338780060857153e-117
PML,23.036999,0.42840695,1.9858094402229634e-117,6.822198713912608e-117
TMED3,23.029064,0.4879989,2.3848516366085634e-117,8.188601448201522e-117
SRPK1,23.019543,0.3228611,2.9706610170926897e-117,1.0194435174400365e-116
MAZ,23.019182,0.2870548,2.9953547081068716e-117,1.0273541147980585e-116
AP1M1,23.0084,0.3378405,3.8408788065003646e-117,1.3166322089570566e-116
DYNC1H1,23.006697,0.18118876,3.99464210861001e-117,1.3685915132236703e-116
IL6ST,23.002377,0.27497575,4.4128759470677605e-117,1.5110537452028415e-116
PHF6,22.981356,0.65936226,7.161660473812771e-117,2.4509490111691845e-116
CAT,22.979948,0.45654193,7.397556025706084e-117,2.5302958172125348e-116
ERCC1,22.974398,0.4494955,8.405877840038104e-117,2.8736159435671246e-116
TOPORS,22.95526,0.385999,1.30562827567227e-116,4.4609560309151937e-116
WDR54,22.95467,0.49416444,1.3234264169809108e-116,4.519298943576735e-116
HPGD,22.94268,0.80071306,1.7434882596506614e-116,5.950497846358177e-116
CGGBP1,22.906591,0.20085615,3.993940780771314e-116,1.3623824168214473e-115
MTF2,22.89614,0.37535816,5.07650946612692e-116,1.7307162517760223e-115
HNRNPAB,22.88982,0.20864329,5.868187048712164e-116,1.999530401783404e-115
FAF1,22.883028,0.44434533,6.857051776074075e-116,2.3352050033271323e-115
TMEM14B,22.869934,0.21901014,9.257320490793177e-116,3.1509138732536514e-115
UBE2J2,22.856443,0.4156219,1.2609490424619158e-115,4.289558025906333e-115
ATP6V0C,22.851156,0.1455611,1.4232022169664764e-115,4.838887537686019e-115
PIK3AP1,22.846552,0.7510688,1.5814421386190581e-115,5.373982628571878e-115
N4BP2,22.844929,0.6158708,1.641265359964184e-115,5.574243263808868e-115
DYNLT3,-22.824127,-0.58932793,2.641572774512126e-115,8.96672776850128e-115
ATP6V1G1,-22.815668,-0.16243674,3.2052747273483738e-115,1.0874294302761077e-114
SNX10,22.808489,0.5334176,3.776757897646492e-115,1.2806177456735205e-114
SDF2,22.803324,0.29324183,4.249943466111504e-115,1.4402841995662823e-114
HTRA2,22.794617,0.5883409,5.1851266553551085e-115,1.7562616326963487e-114
BAD,22.790905,0.51818496,5.643684286987231e-115,1.910545936114292e-114
FAS,22.790308,0.25681132,5.7210822985107195e-115,1.9356998842338054e-114
SZRD1,22.787804,0.28411448,6.057979166361502e-115,2.048579333230138e-114
NEMF,22.782715,0.25578672,6.8041991248582355e-115,2.2996796177802874e-114
WIPF1,22.782526,0.142213,6.8333629713077575e-115,2.30828934927113e-114
SRP72,22.781647,0.26565436,6.971989766383512e-115,2.353846086265259e-114
EIF3L,-22.765524,-0.2272782,1.007247416410434e-114,3.398780926140062e-114
TCF25,22.755556,0.1732461,1.2642672084019685e-114,4.26374967965645e-114
BAK1,22.752121,0.48791927,1.367291117465847e-114,4.60871402525126e-114
KDM5A,22.744114,0.21940124,1.6410163791709045e-114,5.528378281148723e-114
VPS4B,22.737463,0.24304461,1.909537957843027e-114,6.429531466235725e-114
STX11,22.719368,0.44818956,2.883242421986752e-114,9.702831948331964e-114
ATP2A2,22.714994,0.4973145,3.1849990028374988e-114,1.0712555785887846e-113
DPP3,22.70739,0.8145576,3.786708628760289e-114,1.2729526696144205e-113
PXN,-22.671581,-0.672446,8.546777393189874e-114,2.871570320719434e-113
C22orf39,22.649239,0.40991932,1.4194041504340138e-113,4.766394184173478e-113
ATG5,22.621538,0.27894345,2.660400708889141e-113,8.928898516529219e-113
YIPF4,22.612764,0.3547423,3.2455995304355933e-113,1.0887115636678324e-112
RBM18,22.609058,0.43789446,3.5298452702035833e-113,1.1834250809428518e-112
SAMD3,-22.578362,-0.35729986,7.07211330922253e-113,2.3697450917244857e-112
NCAPD3,22.554724,0.7198449,1.20690268795168e-112,4.041961036309267e-112
PAFAH1B3,22.545122,0.5956167,1.4993271238485083e-112,5.01861449266788e-112
SRRM1,22.54077,0.14521956,1.654202990900361e-112,5.534060915012117e-112
TMEM120A,22.516514,0.51931655,2.8600776236510273e-112,9.563145704735876e-112
NBN,22.499428,0.3969797,4.204479682786421e-112,1.4050867999739236e-111
ERGIC3,22.497684,0.22367176,4.373047767992761e-112,1.4606399805959802e-111
RPUSD3,22.496244,0.595442,4.517273015639436e-112,1.5080074698954278e-111
SPAG9,22.487663,0.29298127,5.481037816174843e-112,1.82876653749279e-111
MAPK1IP1L,22.480566,0.17196278,6.431446346158743e-112,2.14472965573396e-111
FXR1,22.479334,0.22972712,6.612410193198143e-112,2.203901873662631e-111
CNOT2,22.46516,0.20669883,9.098288381295374e-112,3.0308249261652743e-111
POP4,22.46501,0.44685766,9.129110657002102e-112,3.0394739898991567e-111
ACBD3,22.462208,0.4509053,9.723363802714845e-112,3.235604465414046e-111
RUVBL2,22.459204,0.5618778,1.040336329522287e-111,3.46004469829422e-111
TMEM183A,22.423912,0.33019552,2.3005304204003417e-111,7.64724671095884e-111
HK1,22.414246,0.40567356,2.8584232629014664e-111,9.496705221833018e-111
LMAN1,22.406944,0.22042032,3.367731045676007e-111,1.1182869119824363e-110
GPN1,22.405247,0.45384547,3.4984577839470374e-111,1.1610796762001414e-110
NDUFA10,22.401897,0.29338804,3.771671433309177e-111,1.2510910120245076e-110
PRPF38A,22.382038,0.29412887,5.8891444220907725e-111,1.95243706966613e-110
SNX1,22.3756,0.31190735,6.803373956175125e-111,2.254338319376673e-110
ARL6IP4,22.375149,0.16184746,6.872813910404641e-111,2.2761420764156396e-110
GTF3C1,22.330149,0.46388122,1.882964115485309e-110,6.23271084998735e-110
CWC15,22.315565,0.28162816,2.6092643517127206e-110,8.632235739986663e-110
PFKL,22.314108,0.40097463,2.695701029471718e-110,8.913480782439252e-110
NPC2,-22.31122,-0.57110685,2.8754831722523084e-110,9.502917446175617e-110
ATP6V1E1,22.310993,0.3714329,2.8900242758892285e-110,9.545930237572869e-110
ANP32B,22.305696,0.18164736,3.2532961860318105e-110,1.074016936137995e-109
COX14,22.30453,0.21469751,3.339388233156774e-110,1.1018572144846402e-109
NDUFS5,22.302473,0.13845074,3.4963411355524765e-110,1.1530369079607955e-109
CDK11B,22.302233,0.33308953,3.5151367033363127e-110,1.1586246162314e-109
CD200R1,22.298132,0.9027454,3.8524440360136813e-110,1.2691358551501627e-109
INO80E,22.296774,0.29032105,3.971194612905719e-110,1.3075680788599042e-109
DTX2,22.285992,0.6764335,5.05260380701978e-110,1.6627611476441737e-109
PHF11,22.26385,0.24445675,8.282148183589202e-110,2.7241387506064167e-109
FAM111A,22.260859,0.33153918,8.853389525699182e-110,2.9104994678283806e-109
METAP2,22.245743,0.26838434,1.2401971318076106e-109,4.0749334330821487e-109
MCL1,-22.24529,-0.18659277,1.2527929942481574e-109,4.114159040428595e-109
SLC35B1,22.240553,0.53767407,1.392290530565886e-109,4.569868603997997e-109
SRGAP2,22.236927,0.84775025,1.5094590120614387e-109,4.951848756925203e-109
ATG12,22.222334,0.24061354,2.0892402711938535e-109,6.85025531267754e-109
NDUFA8,22.219511,0.4731693,2.2247665512997803e-109,7.290801228355906e-109
ID3,22.217396,0.7484578,2.332031951198993e-109,7.638320359529268e-109
UGCG,22.192842,0.46263406,4.0270947277629765e-109,1.3183414242221444e-108
TMEM147,22.188904,0.31937233,4.39583847695605e-109,1.4383036355563311e-108
REST,22.167118,0.21550782,7.133432227066105e-109,2.3328150555423704e-108
POP7,22.166002,0.57845914,7.312455619791062e-109,2.3901108859672355e-108
TOMM20,-22.155987,-0.21772495,9.133901353224365e-109,2.983900097429328e-108
RNF5,22.154469,0.30629787,9.4469768145093e-109,3.0845661248209905e-108
NUBP2,22.146936,0.3732949,1.1165627067648649e-108,3.643826965842981e-108
BDP1,22.145935,0.2050418,1.1416703376170654e-108,3.7238214974621276e-108
MED8,22.131424,0.50806224,1.5752060022505835e-108,5.134910251801988e-108
CKAP5,22.131405,0.55407023,1.575931535079894e-108,5.134910251801988e-108
EIF1AY,22.130167,0.5031596,1.619736880743556e-108,5.274895328439192e-108
TGFB1,-22.119799,-0.2213931,2.0383673970721603e-108,6.6347692175252004e-108
ELF1,22.112532,0.14924169,2.3945168950358688e-108,7.789962400075087e-108
TIA1,22.110416,0.29920927,2.5093849021175475e-108,8.159413694203418e-108
ZNF292,22.100834,0.21905853,3.102858306921055e-108,1.008388652888214e-107
MYDGF,22.095226,0.24264851,3.513082567705384e-108,1.141113423861105e-107
PPIA,22.08812,0.10721946,4.111643094125246e-108,1.3348437569718495e-107
PPP1R35,22.082504,0.3479611,4.655566342222723e-108,1.510644348389282e-107
CD9,22.072008,0.7902525,5.872518900762717e-108,1.9045349011493807e-107
CLPP,22.028763,0.24418887,1.5268764762194913e-107,4.9492949405332315e-107
HAUS3,22.009995,0.35123202,2.3101521715414763e-107,7.484366641721116e-107
MBP,-22.007196,-0.24266489,2.4572124853234824e-107,7.956688047714134e-107
ATOX1,22.006826,0.42889214,2.4773936640662077e-107,8.017886581685565e-107
HADH,21.993027,0.63016707,3.358221806386015e-107,1.0862996701525807e-106
TP53INP1,21.984522,0.8896989,4.0504198922907825e-107,1.309531103161299e-106
HIGD2A,21.969437,0.1506684,5.64655879927149e-107,1.8246318103431013e-106
CASP7,21.962643,0.608867,6.557218703012239e-107,2.1178089936006485e-106
NFYC,21.9589,0.38450652,7.120009970546865e-107,2.2983891834747776e-106
DBF4,21.954126,0.2886276,7.908628087840797e-107,2.5516440081243956e-106
PMVK,21.952267,0.38465434,8.238973258504889e-107,2.656856531196216e-106
XRCC1,21.9324,0.58001155,1.2752222996977513e-106,4.110144619736802e-106
PECAM1,21.91541,0.38918024,1.8522589820726403e-106,5.966906380971389e-106
FMNL1,21.913734,0.18587947,1.9216370977184172e-106,6.187216512262696e-106
KEAP1,21.913614,0.51713175,1.926693067577495e-106,6.200304439693831e-106
SLFN5,21.887236,0.18486926,3.4373996261561714e-106,1.1056232422227768e-105
DUSP1,-21.886595,-0.18774039,3.4859724322934246e-106,1.1206702742254708e-105
DPF2,21.859137,0.42454123,6.363625039692918e-106,2.04472718275906e-105
TFPT,21.857458,0.6206203,6.602059606384067e-106,2.1202507647607146e-105
CSNK1G3,21.849941,0.44373465,7.783454873531901e-106,2.4983732010680126e-105
ARMCX6,21.845327,0.5590875,8.6107585993208995e-106,2.7625079896077715e-105
RNF114,21.840542,0.22268549,9.561635012998644e-106,3.0659963424561516e-105
C14orf119,21.836874,0.31036317,1.0360758078836535e-105,3.3205380400205618e-105
SFPQ,21.823992,0.13186261,1.3733494166905877e-105,4.399218612809174e-105
U2AF1,21.808582,0.3185401,1.9234498684739544e-105,6.158189548195015e-105
TMEM11,21.79685,0.49103868,2.485459545515569e-105,7.95347054564982e-105
GSS,21.794962,0.4806766,2.590050507135153e-105,8.283924321389323e-105
POLR2H,21.789293,0.4383698,2.9314281660176334e-105,9.370983447422747e-105
NBR1,21.75871,0.37660044,5.713243732540286e-105,1.82543681260327e-104
SDHD,21.756893,0.21820503,5.944193949717012e-105,1.89825815974628e-104
TSSC4,21.732985,0.3822487,1.0008119018088772e-104,3.1944281927124163e-104
UBA3,21.721415,0.3504162,1.287535934711669e-104,4.1075088258828156e-104
STAT5A,21.706934,0.3676704,1.764410005722356e-104,5.625967887767105e-104
CYB5R3,21.693083,0.2476278,2.384579683701466e-104,7.599557056157091e-104
ABCG1,21.677593,0.38404295,3.33886553712193e-104,1.0635408757757024e-103
ZBP1,21.66779,0.463741,4.131141962001122e-104,1.315237868411146e-103
AK3,21.665125,0.4265457,4.3773023237739946e-104,1.392899457656669e-103
VPS29,21.66196,0.21172519,4.6884053147369285e-104,1.491136941992589e-103
ING3,21.661863,0.52715236,4.69835410250993e-104,1.49354183258649e-103
DERL1,21.660965,0.22055557,4.7910262188807106e-104,1.5222275279490972e-103
MOB3A,21.66016,0.4094512,4.8754015882208237e-104,1.548249357152765e-103
MSC,21.653273,0.7518201,5.661472391597639e-104,1.7969645500677235e-103
ZNHIT3,21.647598,0.2861357,6.403244241591038e-104,2.031374035263364e-103
PPP1R2,21.636524,0.15385583,8.141486724637863e-104,2.581507397330688e-103
HADHB,21.634438,0.35886803,8.518020301485324e-104,2.699530648738206e-103
HNRNPA1,21.62125,0.103810705,1.1336234477752605e-103,3.5908598933073565e-103
C7orf50,21.613852,0.3168649,1.3307325724507302e-103,4.213088549216482e-103
DCAF11,21.600279,0.4023829,1.7853365377311794e-103,5.649501962592948e-103
ELP5,21.595211,0.42165095,1.9923509850797177e-103,6.301389162112596e-103
SLC25A39,21.583097,0.2937978,2.5893100622036483e-103,8.185307604419416e-103
EMC8,21.523355,0.50970554,9.409894256151573e-103,2.973146387196174e-102
SF3A3,21.504906,0.286453,1.400695098817493e-102,4.42339653619497e-102
THUMPD2,21.504845,0.84848815,1.4025238812131086e-102,4.426937134646422e-102
UGP2,21.50129,0.24168833,1.5142451264999942e-102,4.777164655261707e-102
HIST1H1D,21.500065,0.38288388,1.5547258631468008e-102,4.9024017136322504e-102
MRPL43,21.499811,0.23548664,1.5632139883423675e-102,4.9266834816472804e-102
SH3YL1,-21.494747,-1.3378255,1.7434494998808338e-102,5.491953711608507e-102
ASXL1,21.491457,0.21119674,1.871458795949893e-102,5.892222560373695e-102
APEH,21.486332,0.40423298,2.0898575115409077e-102,6.5765334970824535e-102
DZIP3,21.485987,0.63822997,2.1054174918237623e-102,6.622167837531149e-102
PDCD7,21.476622,0.2816012,2.575741873292911e-102,8.097407617748971e-102
SMC5,21.467747,0.266463,3.1177124483736696e-102,9.79628783376478e-102
CDK17,-21.447865,-0.37149858,4.781101783894437e-102,1.5015347771106225e-101
DNAJB14,21.441355,0.20934182,5.4988739645672945e-102,1.726089087924385e-101
PSMD9,21.432251,0.28460777,6.686823747208856e-102,2.0979322649216955e-101
CCAR1,21.429314,0.23875625,7.1220958124597645e-102,2.2333750076565557e-101
COMMD2,21.424303,0.36160243,7.931344484404896e-102,2.4858963474166847e-101
TRIM59,21.416746,0.9730882,9.327996111638748e-102,2.922180454402204e-101
KDM6B,-21.400381,-0.51221347,1.3251781678156529e-101,4.149306615542905e-101
TSR3,21.398281,0.3750147,1.386237873493774e-101,4.338321228902977e-101
SAR1B,21.396355,0.32698447,1.444700087463176e-101,4.519021873584815e-101
MAPRE1,21.393148,0.21712987,1.547506952981168e-101,4.838182657596296e-101
RHNO1,21.386475,0.6710189,1.78553275552997e-101,5.579566892405341e-101
HTATSF1,21.383533,0.3024888,1.9017398954286943e-101,5.939732793710389e-101
TBCD,21.378017,0.39089978,2.1402881860076262e-101,6.681458528774306e-101
NAA60,21.341928,0.44809255,4.634319544300836e-101,1.4460001530746149e-100
MFSD10,21.337261,0.22337765,5.1207930935173854e-101,1.5969931003511847e-100
PMM1,21.335312,0.49957117,5.338738754481826e-101,1.6641330168429649e-100
ADRB2,-21.325827,-0.6740987,6.538855484335311e-101,2.037205174800882e-100
PLEKHA2,21.321259,0.27785218,7.209347842940341e-101,2.2449815881251754e-100
DCTD,21.3049,0.41981113,1.0224661774938013e-100,3.1823623912443883e-100
TMEM173,21.303864,0.3073824,1.0453381502370732e-100,3.2519321073511335e-100
TIAL1,21.289047,0.19958873,1.4341639206504934e-100,4.459308890452031e-100
PPHLN1,21.28221,0.22441013,1.6593400176356392e-100,5.156895752771266e-100
SNAPIN,21.262745,0.4549535,2.512844126957048e-100,7.805537665463402e-100
ICAM3,21.2539,0.1572003,3.0338992077510035e-100,9.419391287191204e-100
DNAJB4,21.245455,0.25290257,3.63165013414972e-100,1.1269644463909052e-99
U2AF2,21.229448,0.25889212,5.105747272093813e-100,1.58361700219231e-99
RPL7L1,21.22347,0.2826881,5.798192281771439e-100,1.7974970720893025e-99
SPTY2D1,21.220507,0.27614683,6.175406513935493e-100,1.9134890119455395e-99
FOXN2,21.220112,0.31371066,6.227521154287971e-100,1.9286817990705717e-99
ANAPC5,21.181978,0.20152676,1.4002483407635953e-99,4.334464928162817e-99
CD81,21.16928,0.13663404,1.8334184943747218e-99,5.67253516360448e-99
OGG1,21.164234,0.876269,2.0405358423859775e-99,6.310228487378485e-99
ASB1,21.149014,0.59672123,2.8176842354156487e-99,8.709205818557459e-99
TMEM154,21.141182,0.5663253,3.3263748402932166e-99,1.027644493870339e-98
SMARCA5,21.137709,0.16586047,3.5803715702920833e-99,1.1055678451997667e-98
RPIA,21.126596,0.3838395,4.5305193350537576e-99,1.3982698056288263e-98
AP3D1,21.125805,0.3886823,4.607061874620699e-99,1.4211922627035054e-98
SH3BP2,21.121265,0.61950064,5.071875014838186e-99,1.563807298808659e-98
ETHE1,21.110947,0.33651394,6.309540497075913e-99,1.9444574063895033e-98
CYLD,21.10699,0.19552009,6.860405736946843e-99,2.1131806149847094e-98
PFDN1,21.09614,0.3528071,8.629882528820486e-99,2.6569165895817404e-98
MNAT1,21.077436,0.42809728,1.2813673726535336e-98,3.94305670601107e-98
TBC1D20,21.066557,0.46796107,1.6123728159621934e-98,4.9591958390656254e-98
DDAH2,21.064772,0.60517085,1.6742817833465253e-98,5.1470795265925615e-98
POLDIP3,21.062664,0.38536012,1.750487703689274e-98,5.378708779115962e-98
FAM192A,21.05362,0.4381075,2.11864850790807e-98,6.506757518641574e-98
PDE4DIP,21.051912,0.3494785,2.1963816916337517e-98,6.742180501894382e-98
PNN,21.036293,0.17809044,3.0532958441021813e-98,9.368032761502328e-98
MED15,21.034788,0.25890923,3.151819322150881e-98,9.665579254596035e-98
VMP1,21.033085,0.23198937,3.267003985241416e-98,1.0013903445208378e-97
PBRM1,21.032822,0.2772149,3.285235089247953e-98,1.0064853436990791e-97
CCDC90B,21.03137,0.33591565,3.387240383504044e-98,1.0372283817523885e-97
BOLA3,21.011417,0.34983474,5.157276436683427e-98,1.5784697352197417e-97
SRSF2,-20.99779,-0.16191125,6.870989577736246e-98,2.1019516282796067e-97
SMARCAD1,20.992863,0.57375693,7.621518276952076e-98,2.330411453597859e-97
COX16,20.97918,0.26096573,1.0163225517221033e-97,3.106064427734967e-97
TXLNA,20.971207,0.7780843,1.2017781833871874e-97,3.671056794565549e-97
CRIPT,20.949577,0.44488323,1.8930699062776446e-97,5.779914755330866e-97
SUDS3,20.946114,0.37583733,2.035843960273145e-97,6.212799909984778e-97
MAP3K14,20.940592,0.73198956,2.2859964964167593e-97,6.972790873516941e-97
FAM53B,20.923986,0.56717855,3.2387589614013273e-97,9.874111141582215e-97
BECN1,20.920366,0.29609752,3.494222434676247e-97,1.0647762080533172e-96
SUPT4H1,20.909498,0.21723735,4.38822539815853e-97,1.3365500531100177e-96
DPP7,20.902563,0.17561156,5.074658768089824e-97,1.5448693553853983e-96
TMA7,20.898935,0.11766206,5.475163088102541e-97,1.6659834766133023e-96
USP10,20.898119,0.315239,5.569772981290675e-97,1.693947485218982e-96
EPS8L2,20.894278,0.8583105,6.036417202305252e-97,1.8349769687862808e-96
BOD1L1,20.893316,0.20782757,6.159072687842244e-97,1.8713530225906304e-96
BCLAF1,20.88102,0.14837874,7.967483297873534e-97,2.4196395879367395e-96
RPS19,-20.878847,-0.01429418,8.33790614053185e-97,2.5309044548843886e-96
VPS16,20.87639,0.66544056,8.777911319367702e-97,2.6631723188149535e-96
BACH2,-20.87088,-1.4153138,9.850393733068137e-97,2.9871092192958926e-96
USPL1,20.870075,0.452692,1.0017607438056815e-96,3.0363445800621818e-96
CHD4,20.869352,0.26630184,1.0170087963125165e-96,3.0810687795308007e-96
ITK,20.868559,0.15647699,1.0340411532203967e-96,3.131152688551211e-96
OS9,20.864151,0.24229343,1.1338878486033e-96,3.4318347270741387e-96
OGFR,20.846376,0.26187253,1.6441187973950368e-96,4.9736978706495895e-96
RABIF,20.81765,0.3328976,2.995248517338904e-96,9.056681838797576e-96
TLK1,20.806112,0.24466613,3.810229035119646e-96,1.1515358861694931e-95
EIF5B,20.79876,0.19462186,4.441476703068307e-96,1.3416648118974084e-95
ISOC2,20.791521,0.80145514,5.164708784285112e-96,1.5593831155640766e-95
ATP6AP1,20.785109,0.28126875,5.903107956365897e-96,1.781468566089004e-95
EXOSC3,20.784336,0.44048285,5.998913189066312e-96,1.8095082406363958e-95
TRPT1,20.784275,0.47513014,6.006447906747224e-96,1.810907860463163e-95
VBP1,20.782015,0.31303653,6.295895679707508e-96,1.8972602780467325e-95
COPS8,20.771828,0.2740532,7.78388609797154e-96,2.3445349749114084e-95
MRPS5,20.770882,0.2870367,7.93872015982074e-96,2.3900208527352523e-95
DNAJB9,-20.769638,-0.40669182,8.147088847474208e-96,2.4515722861856012e-95
BCCIP,20.762829,0.27212292,9.387423656275447e-96,2.8234481920028462e-95
ACYP1,20.757202,0.64291763,1.055357999242806e-95,3.172666815599708e-95
TOR3A,20.756039,0.49240163,1.0812084774715051e-95,3.248818556705925e-95
GOLT1B,20.750694,0.35341442,1.2083197960879298e-95,3.629019992475318e-95
HMGXB3,20.750639,0.48838106,1.2097264308552511e-95,3.6315012242948425e-95
LBH,20.749722,0.14081682,1.2330208417283473e-95,3.699653902087549e-95
COA4,20.74859,0.3745595,1.2624012428994026e-95,3.7859933727606246e-95
TIMM50,20.747381,0.48287898,1.2945447777724995e-95,3.8805328844009374e-95
SNRNP27,20.746489,0.39686814,1.3187780709204207e-95,3.9512814232175054e-95
RNF220,20.735577,0.33380473,1.6546069380760793e-95,4.955108187938704e-95
MRPL11,20.688639,0.3273493,4.384149871092654e-95,1.3123082102179734e-94
MIER1,20.683025,0.16907099,4.925294622058798e-95,1.47358408204686e-94
MARK3,20.68146,0.27806282,5.087858765180194e-95,1.5214935198359125e-94
QSOX1,20.676172,0.7661983,5.677096943272391e-95,1.6968905149121873e-94
LY9,-20.672205,-0.37794983,6.163421709075328e-95,1.8413737446024475e-94
SMIM10L1,20.667833,0.3417479,6.747744979504934e-95,2.0149829399419028e-94
SCLT1,20.66116,0.46704438,7.748047557781229e-95,2.3125851870934814e-94
LRMP,20.65911,0.43394917,8.084184560501762e-95,2.411762451621317e-94
SUSD6,20.642735,0.5477913,1.1345723737645839e-94,3.3831671926936304e-94
HSPA8,20.622942,0.097803205,1.7084547422763968e-94,5.091992790700875e-94
COMMD5,20.620014,0.4392803,1.815085871552473e-94,5.407227244015368e-94
TIMM13,20.618452,0.37873372,1.874572058991367e-94,5.581781437910515e-94
ZNF638,20.612064,0.2204586,2.1391493019878289e-94,6.366564240359589e-94
CCPG1,20.60879,0.32503968,2.2888163255507356e-94,6.808766016474276e-94
HNRNPH3,20.60841,0.16818592,2.3068600756543354e-94,6.859180909360039e-94
PIP4K2A,-20.587215,-0.38530096,3.5732911789537673e-94,1.0619719532320555e-93
RGS16,20.586708,0.7558886,3.610855775788297e-94,1.0726264830641778e-93
TMF1,20.58353,0.17960015,3.855487099316185e-94,1.1447521259289063e-93
DUSP11,20.580402,0.29259437,4.1125982223183014e-94,1.2205130208170443e-93
ARHGEF6,20.577322,0.33552635,4.38224849830633e-94,1.299921602911541e-93
ALG5,20.561756,0.43596065,6.040709607009418e-94,1.7910274550450672e-93
SPATA13,20.550694,0.29038146,7.587127630516261e-94,2.248463782875875e-93
LRP10,20.550446,0.24062769,7.625955512687198e-94,2.258900458682344e-93
SAP30,20.529694,0.5573029,1.169104945917803e-93,3.461391643001313e-93
NDUFA7,20.525936,0.49325737,1.2630798390123368e-93,3.737855947427237e-93
TPST2,20.517328,0.23709123,1.5077454856049333e-93,4.4597899564749235e-93
MRPS21,20.510824,0.16608293,1.7234878316153087e-93,5.095529241297434e-93
SLC25A1,20.49649,0.40110168,2.313936161600666e-93,6.837971009434939e-93
WDR61,20.492765,0.4036601,2.4979405649067233e-93,7.378241819667828e-93
EXOSC8,20.48275,0.3316898,3.0683636471730864e-93,9.058840479808792e-93
UBR7,20.47718,0.6575171,3.440045389433175e-93,1.0151379224666954e-92
GMEB1,20.45809,0.5910144,5.089256718252138e-93,1.501102783092191e-92
KRT10,20.457762,0.15328886,5.123621580590277e-93,1.5105267016104039e-92
LIG1,20.453484,0.74254674,5.593462908226341e-93,1.6482667901019307e-92
RAD51C,20.449205,0.5602724,6.106067444519521e-93,1.798472595711588e-92
MRGBP,20.430647,0.7195606,8.930990543913133e-93,2.6292836161280265e-92
DTX3L,20.415087,0.4339116,1.228155818175347e-92,3.613990027518801e-92
TKT,20.414728,0.22735213,1.2371886925430225e-92,3.6388587026559234e-92
CLIC5,20.390596,0.82551515,2.0265836422763877e-92,5.957851158872688e-92
PPP1R10,-20.384987,-0.40903372,2.272797936248923e-92,6.678545744092654e-92
MAL,-20.381943,-1.4468676,2.4186495023343592e-92,7.103789336433686e-92
C18orf32,20.379278,0.2187838,2.5539489341033548e-92,7.497655810300604e-92
SYNRG,20.378967,0.16225559,2.5702262204022406e-92,7.541902080129651e-92
ATP6V0A2,20.377924,0.47926217,2.6255309625387945e-92,7.700572762139099e-92
RFX5,20.375607,0.6347909,2.7528288820316432e-92,8.070148775065585e-92
ZC3H7A,20.364672,0.32569104,3.441506072785444e-92,1.0084338169248589e-91
CMC1,-20.364248,-0.37900335,3.471330313515537e-92,1.016696743509045e-91
HACD3,20.34812,0.42735463,4.8241865637393236e-92,1.4122653786969213e-91
WTAP,20.33608,0.14293793,6.166709015435846e-92,1.804440205826317e-91
TFRC,20.332466,0.4031032,6.637975936786014e-92,1.9414295212965546e-91
SETX,20.314857,0.2084159,9.502593034776363e-92,2.7779543002598566e-91
YY1AP1,20.31262,0.3384214,9.945339896136961e-92,2.906027388614331e-91
BCL2A1,-20.310703,-0.8264425,1.0341315150417843e-91,3.020320615360132e-91
CALHM2,20.280542,0.55916524,1.9101231458078023e-91,5.576169108807098e-91
HACD4,20.277906,0.28052792,2.0153147998901088e-91,5.880508110127109e-91
C8orf76,20.268492,0.524745,2.4402514812848346e-91,7.11711574215288e-91
NDUFB5,20.265163,0.27659562,2.6109729097619163e-91,7.611484866482082e-91
AUP1,20.253187,0.17110024,3.329845354910082e-91,9.702614131493933e-91
ASCC3,20.24823,0.29113978,3.682359257803336e-91,1.0724785622354594e-90
EEF1E1,20.243595,0.4503264,4.04551030089844e-91,1.177697182057731e-90
AMD1,-20.240568,-0.31868738,4.301787045289186e-91,1.2517199886199605e-90
FKBP2,20.232239,0.23672687,5.093624458378462e-91,1.4814372204377338e-90
AZIN1,20.230427,0.24131802,5.284351483877753e-91,1.5361943718930867e-90
MAF1,20.211988,0.2084594,7.679111623434648e-91,2.2313294155228593e-90
