names,scores,logfoldchanges,pvals,pvals_adj
COX6A1,78.7005,0.44177103,0.0,0.0
SRP14,78.54989,0.38330626,0.0,0.0
CDK2AP2,78.464424,0.7347267,0.0,0.0
PSMB10,77.55802,0.61030173,0.0,0.0
SYNGR2,77.50632,0.84883857,0.0,0.0
C12orf75,77.47307,0.73127437,0.0,0.0
CRIP1,77.278534,0.45378307,0.0,0.0
NDFIP2,77.20101,2.1901386,0.0,0.0
HMGN2,77.06854,0.64995444,0.0,0.0
CLEC2D,77.05574,0.6278782,0.0,0.0
DYNLL1,77.02019,0.542515,0.0,0.0
WDR1,76.97082,0.638427,0.0,0.0
UBE2L6,76.6252,0.703651,0.0,0.0
IQGAP1,76.57198,0.5443955,0.0,0.0
ITM2A,76.53089,0.58866525,0.0,0.0
ACTR3,76.23318,0.5291642,0.0,0.0
SNRPB,76.21958,0.5915396,0.0,0.0
SIT1,75.99466,0.82857573,0.0,0.0
B2M,75.91269,0.14885026,0.0,0.0
TLN1,75.66423,0.6070645,0.0,0.0
PPM1G,74.80102,0.75533354,0.0,0.0
CHCHD2,74.77369,0.36508146,0.0,0.0
LGALS3,74.62368,0.7618803,0.0,0.0
IL2RB,74.52337,0.7805375,0.0,0.0
PSME1,74.512314,0.3856667,0.0,0.0
KIR2DL4,74.3651,3.779672,0.0,0.0
GNLY,73.69567,1.0967318,0.0,0.0
DOK2,73.67104,0.7003385,0.0,0.0
AKAP5,73.56888,3.1217537,0.0,0.0
WDR83OS,73.28898,0.5593408,0.0,0.0
CALM3,73.2601,0.62169826,0.0,0.0
CD38,72.84973,1.7221581,0.0,0.0
FAM3C,72.82132,1.6302806,0.0,0.0
SLA2,72.57307,0.7897482,0.0,0.0
SOD1,72.45608,0.45321968,0.0,0.0
PSMA7,72.334175,0.43720353,0.0,0.0
NBL1,72.16669,1.7192755,0.0,0.0
CLIC3,72.05666,1.0852964,0.0,0.0
SH2D2A,71.939224,0.56626755,0.0,0.0
LCK,71.682396,0.43618473,0.0,0.0
FASLG,71.56351,1.2276243,0.0,0.0
DEK,71.54611,0.5808246,0.0,0.0
RALY,71.38263,0.5753479,0.0,0.0
IL32,71.321175,0.27897772,0.0,0.0
COPE,71.31029,0.5571482,0.0,0.0
ADGRG1,71.20562,1.4460101,0.0,0.0
POMP,71.005226,0.59045017,0.0,0.0
TAP1,70.93732,0.60083264,0.0,0.0
DNPH1,70.696724,1.1990128,0.0,0.0
SRGAP3,70.58959,2.3599603,0.0,0.0
PLPP1,70.505394,2.337263,0.0,0.0
RHOB,70.47864,0.9766242,0.0,0.0
TMSB4X,70.248245,0.20147637,0.0,0.0
GBP2,69.97384,0.7758702,0.0,0.0
AHI1,69.77754,1.395625,0.0,0.0
HSPA1A,69.73865,0.7019262,0.0,0.0
TSPO,69.73425,0.5942428,0.0,0.0
MSN,69.61772,0.45080993,0.0,0.0
CBLB,69.52752,0.5822161,0.0,0.0
ENO1,69.49849,0.5179032,0.0,0.0
RABAC1,69.49558,0.5037949,0.0,0.0
DUSP5,69.4897,0.87669766,0.0,0.0
GNAI2,69.25579,0.5275577,0.0,0.0
SUB1,69.20952,0.39504436,0.0,0.0
RAC1,68.83962,0.56393206,0.0,0.0
BTG3,68.778656,0.78346163,0.0,0.0
ZNRF1,68.72809,1.6665875,0.0,0.0
GOLIM4,68.59814,2.781567,0.0,0.0
CCND2,68.552315,0.7570243,0.0,0.0
BUB3,68.379036,0.5305495,0.0,0.0
GPR25,68.34886,2.124733,0.0,0.0
GSTP1,67.977684,0.49609956,0.0,0.0
NAP1L4,67.9121,0.6245815,0.0,0.0
CCL4L2,67.81671,0.6849072,0.0,0.0
SLA,67.679565,0.6012624,0.0,0.0
ZYX,67.393005,0.54575694,0.0,0.0
UBC,67.22133,0.34175563,0.0,0.0
HMGN1,67.21573,0.46367276,0.0,0.0
SRSF9,67.163635,0.5610978,0.0,0.0
IKZF3,67.046455,0.609185,0.0,0.0
CALR,66.721504,0.4392453,0.0,0.0
RNASEK,66.66505,0.44176352,0.0,0.0
TNFRSF1B,66.595856,0.566564,0.0,0.0
SNAP47,66.50653,1.7855418,0.0,0.0
UCP2,66.365585,0.544027,0.0,0.0
BANF1,66.33679,0.7027274,0.0,0.0
ARF5,66.312256,0.5219246,0.0,0.0
YWHAH,66.291824,0.8528925,0.0,0.0
NR3C1,66.282425,0.5507402,0.0,0.0
CAP1,66.26077,0.4495776,0.0,0.0
STIP1,66.10201,0.760746,0.0,0.0
UBL5,65.63228,0.3945925,0.0,0.0
PGK1,65.63021,0.40697384,0.0,0.0
PDE4D,65.582756,0.63703275,0.0,0.0
PTPN7,65.52699,0.6711224,0.0,0.0
SYT11,65.304794,1.1903998,0.0,0.0
PSMD8,65.26635,0.56995535,0.0,0.0
OASL,65.167816,0.6678899,0.0,0.0
CSNK2B,64.861824,0.5572559,0.0,0.0
PPP1R12A,64.83292,0.5427841,0.0,0.0
PAG1,64.808815,0.76785564,0.0,0.0
MTHFD2,64.807304,0.82866836,0.0,0.0
NOP10,64.59,0.6265996,0.0,0.0
GABARAP,64.41178,0.39093754,0.0,0.0
LSM2,64.339355,0.7792183,0.0,0.0
RANBP1,64.263435,0.8588777,0.0,0.0
CD27,64.25232,0.6582907,0.0,0.0
TWF2,63.885452,0.7005442,0.0,0.0
TNFRSF18,63.630474,2.7990458,0.0,0.0
SRI,63.466957,0.5984953,0.0,0.0
PPDPF,63.466434,0.3392502,0.0,0.0
NAMPT,63.465965,0.81912756,0.0,0.0
PSMA1,63.392708,0.5716121,0.0,0.0
SCAND1,62.596924,0.5424724,0.0,0.0
MIF,62.25929,0.35379514,0.0,0.0
PRELID1,62.214207,0.55666554,0.0,0.0
AHSA1,62.149837,0.6961393,0.0,0.0
NDUFS8,61.97413,0.6431108,0.0,0.0
PYCARD,61.88824,0.8318416,0.0,0.0
CTSD,61.803116,0.7606417,0.0,0.0
BAG3,61.598396,0.9991325,0.0,0.0
BRK1,61.5918,0.47747225,0.0,0.0
NDUFA6,61.428524,0.5635715,0.0,0.0
RALA,61.42379,0.9598774,0.0,0.0
C9orf16,61.264816,0.48524943,0.0,0.0
HLA-DQB1,61.087727,0.7178074,0.0,0.0
MAD2L2,60.958637,1.0959885,0.0,0.0
SEC11A,60.955147,0.59551513,0.0,0.0
BLOC1S1,60.55537,0.8801395,0.0,0.0
BAX,60.443184,0.51737964,0.0,0.0
CFLAR,60.439972,0.52217185,0.0,0.0
ARHGAP9,60.411,0.4949499,0.0,0.0
SP140,60.391235,0.6482165,0.0,0.0
PPIB,60.377243,0.34505185,0.0,0.0
CSK,60.077583,0.5483116,0.0,0.0
TNIP3,59.84229,1.2514168,0.0,0.0
HNRNPA2B1,59.838688,0.25839305,0.0,0.0
TPM4,59.801605,0.60209763,0.0,0.0
TMPO,59.796764,0.8375491,0.0,0.0
TPM3,59.677143,0.3178192,0.0,0.0
RAB1B,59.633698,0.55919874,0.0,0.0
CCL4,59.558094,0.44023746,0.0,0.0
PLSCR1,59.41775,1.0487429,0.0,0.0
NDUFS6,59.02101,0.6281921,0.0,0.0
UBXN4,58.885147,0.43615043,0.0,0.0
RAN,58.73109,0.35950872,0.0,0.0
IGFLR1,58.666042,1.1463406,0.0,0.0
ICOS,58.512306,0.7170053,0.0,0.0
PHPT1,58.487213,0.778743,0.0,0.0
JAML,58.45901,0.7596477,0.0,0.0
CARS,58.368935,1.1833006,0.0,0.0
MIS18BP1,58.356716,0.91169393,0.0,0.0
CLTA,58.177074,0.59246695,0.0,0.0
TANK,58.064972,0.63168675,0.0,0.0
PSMB2,57.850487,0.65549225,0.0,0.0
SET,57.749294,0.42598236,0.0,0.0
MAP2K2,57.64482,0.6398453,0.0,0.0
RBX1,57.61333,0.55302376,0.0,0.0
POLR2G,57.591022,0.6822568,0.0,0.0
RHOC,57.58485,0.7883734,0.0,0.0
PSMA5,57.37766,0.5405106,0.0,0.0
ANAPC11,57.249344,0.5848286,0.0,0.0
CD2BP2,57.247677,0.93685555,0.0,0.0
EPSTI1,57.201187,0.9476759,0.0,0.0
CCT6A,57.196644,0.5357371,0.0,0.0
RAD21,57.112156,0.47628415,0.0,0.0
PSMB6,57.10534,0.5038769,0.0,0.0
BHLHE40,56.98007,0.66035825,0.0,0.0
UQCR10,56.840744,0.42462707,0.0,0.0
ISG15,56.82682,0.56464833,0.0,0.0
RNF167,56.78433,0.54563445,0.0,0.0
ITGB7,56.76724,0.61927634,0.0,0.0
PSMA6,56.706406,0.4946523,0.0,0.0
ARL3,56.533833,1.6860777,0.0,0.0
DYNLRB1,56.484463,0.5419389,0.0,0.0
PPP4C,56.41173,0.5510919,0.0,0.0
EWSR1,56.407166,0.4296303,0.0,0.0
S100A11,56.091812,0.3888841,0.0,0.0
TOX2,56.082718,2.2264695,0.0,0.0
MT2A,56.04272,0.21305227,0.0,0.0
UBB,56.013016,0.2764086,0.0,0.0
CSF1,55.996597,1.7713577,0.0,0.0
HLA-C,55.881065,0.19035125,0.0,0.0
YWHAB,55.836697,0.29888594,0.0,0.0
GPI,55.803677,0.52333343,0.0,0.0
FUT8,55.79519,1.4690316,0.0,0.0
PRDX3,55.780613,0.8698611,0.0,0.0
HCLS1,55.769863,0.35339335,0.0,0.0
SNRPD3,55.699818,0.5348742,0.0,0.0
VAMP5,55.62604,0.70097035,0.0,0.0
COX6B1,55.532333,0.3482327,0.0,0.0
PPP1R18,55.507328,0.48364496,0.0,0.0
MRPL51,55.484974,0.6558351,0.0,0.0
ARF6,55.46547,0.40847072,0.0,0.0
IFI6,55.21409,0.79205906,0.0,0.0
H2AFY,55.16237,0.68316025,0.0,0.0
CARHSP1,55.148582,0.93195516,0.0,0.0
GSTO1,55.100647,0.8235762,0.0,0.0
SNRPD1,55.057323,0.61595345,0.0,0.0
CKLF,54.982048,0.47460887,0.0,0.0
VDAC1,54.942345,0.58820987,0.0,0.0
SPATS2L,54.93983,1.280406,0.0,0.0
HNRNPK,54.822132,0.31739745,0.0,0.0
PSMB1,54.722622,0.41287878,0.0,0.0
PDIA3,54.71921,0.3525369,0.0,0.0
NEDD9,54.622765,0.73542815,0.0,0.0
TOMM5,54.54458,0.5376559,0.0,0.0
HCST,54.478466,0.2792512,0.0,0.0
TALDO1,54.12759,0.6112131,0.0,0.0
AP2S1,54.120785,0.6765504,0.0,0.0
TMEM258,54.064907,0.40866643,0.0,0.0
TAX1BP1,54.002293,0.41826835,0.0,0.0
ROMO1,53.939194,0.49927086,0.0,0.0
MYL12B,53.934265,0.2765033,0.0,0.0
ARID5B,53.66474,0.5706535,0.0,0.0
GALM,53.614025,0.78885007,0.0,0.0
HSP90AA1,53.55006,0.36420882,0.0,0.0
S100A4,53.29245,0.35768777,0.0,0.0
HNRNPD,53.28102,0.5182857,0.0,0.0
SH3BP1,53.247047,0.7126671,0.0,0.0
DNAJC8,53.209957,0.4981054,0.0,0.0
COPZ1,53.11604,0.7092476,0.0,0.0
AIP,53.059307,0.52423054,0.0,0.0
ARPC5,52.959026,0.41925868,0.0,0.0
OAZ1,52.731056,0.24978259,0.0,0.0
COX5B,52.720676,0.35056338,0.0,0.0
DUSP10,52.512867,0.87336135,0.0,0.0
CCT4,52.50169,0.4173723,0.0,0.0
RIN3,52.41462,1.147608,0.0,0.0
SDF2L1,52.269207,0.74790967,0.0,0.0
LAMTOR5,52.252247,0.5551212,0.0,0.0
CALCOCO2,52.239338,0.6087951,0.0,0.0
IVNS1ABP,52.196014,0.5130622,0.0,0.0
METRNL,52.072796,0.7421071,0.0,0.0
NUDC,52.02852,0.5293391,0.0,0.0
TSPAN5,51.950104,0.9137179,0.0,0.0
NUDT21,51.906055,0.6674022,0.0,0.0
NDUFB3,51.728832,0.66277313,0.0,0.0
NDUFV2,51.670933,0.4618686,0.0,0.0
PELI1,51.556183,1.1527512,0.0,0.0
NDUFA12,51.549873,0.5067825,0.0,0.0
RHBDD2,51.539314,0.6122354,0.0,0.0
RAB3GAP1,51.50921,1.1696081,0.0,0.0
FIBP,51.47466,0.7989071,0.0,0.0
HSBP1,51.444157,0.81169814,0.0,0.0
HNRNPLL,51.44386,0.557544,0.0,0.0
MBD2,51.337406,0.7836159,0.0,0.0
STAT3,51.333572,0.43217954,0.0,0.0
EDF1,51.24636,0.3155545,0.0,0.0
ANP32A,51.186375,0.5243917,0.0,0.0
GNAS,51.184254,0.34023905,0.0,0.0
MDH2,51.055157,0.44625485,0.0,0.0
SUMO1,50.981815,0.46208715,0.0,0.0
CCT8,50.97804,0.5115708,0.0,0.0
PSMA4,50.911663,0.65395844,0.0,0.0
H1FX,50.70994,0.4344647,0.0,0.0
CD52,50.588184,0.29013926,0.0,0.0
EFHD2,50.522945,0.42372337,0.0,0.0
IFI35,50.348053,0.7968999,0.0,0.0
DAPK2,50.321976,1.565233,0.0,0.0
SCAMP2,50.214848,0.5222171,0.0,0.0
NFIL3,50.177715,1.6563594,0.0,0.0
HSPE1,50.11636,0.37376836,0.0,0.0
SP100,50.104156,0.3741921,0.0,0.0
HMGN3,50.07683,0.5479552,0.0,0.0
COX6C,50.06985,0.31632286,0.0,0.0
AGFG1,49.999466,1.1812575,0.0,0.0
PSMD4,49.85498,0.5789286,0.0,0.0
PIN1,49.82438,0.5658403,0.0,0.0
TMEM50A,49.636436,0.3379866,0.0,0.0
RPA3,49.571175,0.7452239,0.0,0.0
PLEKHF1,49.507088,0.88257587,0.0,0.0
HNRNPR,49.482193,0.46361864,0.0,0.0
ADRM1,49.47431,0.51626396,0.0,0.0
SMC3,49.461094,0.6798474,0.0,0.0
CD8B,49.38232,0.33019763,0.0,0.0
GBP4,49.326843,0.7671128,0.0,0.0
COMMD7,49.272808,0.7256973,0.0,0.0
RNF187,49.238026,0.6512514,0.0,0.0
SF3B2,49.13895,0.35335198,0.0,0.0
GADD45G,49.137074,1.882628,0.0,0.0
CBX3,48.919693,0.48188782,0.0,0.0
ENSA,48.86127,0.41297093,0.0,0.0
GBP1,48.81083,0.7334674,0.0,0.0
CYBA,48.730274,0.22577408,0.0,0.0
MIEN1,48.640114,0.61088556,0.0,0.0
RAB11B,48.564285,0.49279255,0.0,0.0
MCM5,48.541668,1.4475744,0.0,0.0
PPP4R2,48.53212,0.5571623,0.0,0.0
PCED1B,48.465954,0.6068014,0.0,0.0
STK17B,48.420525,0.3075419,0.0,0.0
COX7A2,48.386898,0.3092001,0.0,0.0
ECH1,48.349663,0.45532238,0.0,0.0
CD3E,48.329178,0.19102295,0.0,0.0
CCT3,48.278587,0.46571738,0.0,0.0
OTUB1,48.252457,0.45347187,0.0,0.0
PMAIP1,48.24292,0.6836682,0.0,0.0
PTPRA,48.158215,0.6245552,0.0,0.0
PTPRJ,48.12929,0.8654003,0.0,0.0
RBCK1,48.073032,0.5100825,0.0,0.0
FKBP4,48.037247,0.73031974,0.0,0.0
SRSF3,47.970253,0.32896948,0.0,0.0
ITGA1,47.938267,0.6469657,0.0,0.0
TNFSF10,47.91516,0.9054341,0.0,0.0
UQCRQ,47.820305,0.4208103,0.0,0.0
KIF5B,47.813347,0.44916922,0.0,0.0
AP2M1,47.657818,0.47707978,0.0,0.0
MPST,47.639656,1.3537062,0.0,0.0
TMEM179B,47.60028,0.5656235,0.0,0.0
NDUFS7,47.578568,0.45689425,0.0,0.0
AKIRIN2,47.503838,0.5166393,0.0,0.0
CD70,47.492622,1.4071027,0.0,0.0
ROCK1,47.48838,0.412586,0.0,0.0
AKAP13,47.442837,0.32230476,0.0,0.0
RBBP4,47.34614,0.5096337,0.0,0.0
UBE2I,47.325565,0.40875986,0.0,0.0
RSRC2,47.307114,0.38513297,0.0,0.0
ACAA2,47.26377,0.7352765,0.0,0.0
XRCC5,47.259735,0.3681509,0.0,0.0
HSPA4,47.256325,0.5772997,0.0,0.0
APBB1IP,47.253593,0.3330967,0.0,0.0
FDFT1,47.247746,0.6102547,0.0,0.0
NUSAP1,47.214466,2.2455654,0.0,0.0
KIF20B,46.93114,1.1635572,0.0,0.0
DUSP16,46.778927,1.0545226,0.0,0.0
PTPN6,46.70607,0.5709943,0.0,0.0
SPRY1,46.60692,1.10048,0.0,0.0
POLR2E,46.562634,0.47968617,0.0,0.0
MRPS6,46.47308,0.47336367,0.0,0.0
VOPP1,46.471077,0.6481748,0.0,0.0
HNRNPF,46.339188,0.32447234,0.0,0.0
PSMC3,46.324306,0.66137946,0.0,0.0
CDKN2A,46.31415,1.3333994,0.0,0.0
NDUFA13,46.233955,0.41095278,0.0,0.0
CKS2,46.22327,0.5413323,0.0,0.0
HSPH1,46.171673,0.38050994,0.0,0.0
ACTR2,46.070923,0.3367654,0.0,0.0
FDPS,46.069057,0.6872927,0.0,0.0
ETS1,46.065598,0.30278656,0.0,0.0
TBC1D10C,45.93379,0.38598403,0.0,0.0
HM13,45.930668,0.5109175,0.0,0.0
SF3B5,45.878,0.37812304,0.0,0.0
SPCS2,45.80652,0.37443012,0.0,0.0
BCL2L11,45.74393,1.1541152,0.0,0.0
SNRPG,45.727375,0.36617234,0.0,0.0
RNF181,45.63482,0.5073995,0.0,0.0
EIF6,45.546974,0.5830814,0.0,0.0
CHORDC1,45.513794,0.42207772,0.0,0.0
LMNB1,45.471752,0.8971055,0.0,0.0
ERH,45.467632,0.40684992,0.0,0.0
SLF1,45.441498,0.639691,0.0,0.0
ATP6V0B,45.42828,0.44315988,0.0,0.0
NDUFA1,45.35298,0.3218922,0.0,0.0
GNB2,45.302864,0.35906538,0.0,0.0
ARPC5L,45.301533,0.41082034,0.0,0.0
TMED9,45.273796,0.45832163,0.0,0.0
MAST4,45.20703,1.8523692,0.0,0.0
NDUFB2,45.187798,0.34867713,0.0,0.0
CDV3,45.165405,0.47003883,0.0,0.0
MPG,45.03123,0.6586182,0.0,0.0
COMMD8,44.96813,0.7206493,0.0,0.0
AHR,44.902172,0.7403872,0.0,0.0
SPTAN1,44.855904,0.41405854,0.0,0.0
C11orf58,44.789536,0.32086623,0.0,0.0
GPR137B,44.781395,0.89464515,0.0,0.0
RFTN1,44.765327,0.56148857,0.0,0.0
DCTN3,44.73913,0.48621878,0.0,0.0
UBE2L3,44.703968,0.4231983,0.0,0.0
MDH1,44.63754,0.4811073,0.0,0.0
PUF60,44.607056,0.4875013,0.0,0.0
LIMS1,44.587196,0.6644567,0.0,0.0
CMTM6,44.575607,0.49833602,0.0,0.0
UQCRH,44.56892,0.30414155,0.0,0.0
MPC2,44.516693,0.49028128,0.0,0.0
TXNL4A,44.435894,0.4525813,0.0,0.0
TCEA1,44.381805,0.35706523,0.0,0.0
HSPA1B,44.344566,0.40647793,0.0,0.0
NAA38,44.301804,0.5500434,0.0,0.0
SLC25A5,44.2313,0.3052608,0.0,0.0
MEA1,44.16722,0.562621,0.0,0.0
SLC9A3R1,44.138336,0.3326449,0.0,0.0
PRDX6,44.00107,0.37537572,0.0,0.0
ANXA6,43.82704,0.33412364,0.0,0.0
PSMC4,43.802635,0.543508,0.0,0.0
HLA-B,43.7778,0.1449005,0.0,0.0
STAM,43.72108,1.1011032,0.0,0.0
TESC,43.585175,0.8833617,0.0,0.0
ATP6V1F,43.575462,0.4030308,0.0,0.0
DNAJC15,43.503292,0.50592685,0.0,0.0
RUNX2,43.38846,0.94673187,0.0,0.0
NUDT5,43.38741,0.64533156,0.0,0.0
BSG,43.316296,0.34899595,0.0,0.0
CCT5,43.304306,0.47788888,0.0,0.0
UQCRC1,43.2419,0.5498462,0.0,0.0
TADA3,43.237858,0.6509211,0.0,0.0
BARD1,43.23685,1.5310383,0.0,0.0
STAT1,43.23412,0.41866913,0.0,0.0
CHST11,43.18739,0.50919014,0.0,0.0
SKA2,43.167805,0.9878615,0.0,0.0
TTN,43.15715,1.1252425,0.0,0.0
PA2G4,43.095154,0.37202373,0.0,0.0
PPM1M,43.088146,0.7878849,0.0,0.0
PRR13,43.034252,0.29750684,0.0,0.0
RAP1B,42.97838,0.2776386,0.0,0.0
ITGB2,42.899273,0.29054704,0.0,0.0
RBM42,42.879757,0.5576697,0.0,0.0
SH3KBP1,42.872578,0.33967972,0.0,0.0
UBE2V1,42.851864,0.39663386,0.0,0.0
NDUFAB1,42.851646,0.4554236,0.0,0.0
GTF3C6,42.83803,0.531229,0.0,0.0
MRPL52,42.812706,0.5464062,0.0,0.0
EZH2,42.78417,1.389949,0.0,0.0
ATF3,42.663715,0.52106786,0.0,0.0
SF3B4,42.62539,0.484337,0.0,0.0
MAP4K1,42.61064,0.50525695,0.0,0.0
ZCRB1,42.581074,0.7000778,0.0,0.0
TPR,42.51705,0.35508224,0.0,0.0
RASAL3,42.48872,0.38178986,0.0,0.0
ETFB,42.456173,0.612633,0.0,0.0
NCOR1,42.450527,0.3171156,0.0,0.0
KRAS,42.42456,0.4477338,0.0,0.0
DGUOK,42.42447,0.45158315,0.0,0.0
REEP5,42.32837,0.32997718,0.0,0.0
YARS,42.31214,0.6645383,0.0,0.0
NOP58,42.29069,0.36492872,0.0,0.0
SSNA1,42.289387,0.4636388,0.0,0.0
GATA3,42.264805,0.5143444,0.0,0.0
PREX1,42.25748,0.5191151,0.0,0.0
PSMD13,42.250698,0.48114753,0.0,0.0
ASXL2,42.21155,0.6616605,0.0,0.0
AURKAIP1,42.08148,0.40253425,0.0,0.0
MRPL41,42.07501,0.40485916,0.0,0.0
TUBB,42.06168,0.60098493,0.0,0.0
ASB2,41.990154,1.4233016,0.0,0.0
C11orf98,41.912426,0.6070734,0.0,0.0
CMC2,41.898563,0.43788078,0.0,0.0
TYMP,41.89259,0.86424834,0.0,0.0
PRKAR1A,41.81795,0.3925562,0.0,0.0
DUSP23,41.808033,0.84234405,0.0,0.0
