names,scores,logfoldchanges,pvals,pvals_adj
ZNFX1,10.612879,0.46731937,2.59623243606026e-26,8.716022933540656e-26
SYAP1,10.607141,0.2771495,2.760688757845699e-26,9.263149751459682e-26
LGALS8,10.599399,0.54336345,2.999028849005815e-26,1.0057463216896988e-25
GATA3,10.5973835,0.3713847,3.0643305577072534e-26,1.0270938244173452e-25
CCNT2,10.595213,0.55395246,3.1362686877307605e-26,1.0506415931362144e-25
TMX3,10.594345,0.7094206,3.165482821452251e-26,1.0598593502512608e-25
LDB1,10.594253,0.8156617,3.168619437968454e-26,1.0603406923518027e-25
CSRNP1,10.590501,0.22019571,3.298208312498613e-26,1.1031145808308597e-25
TUBA4A,10.580797,0.22222047,3.658339576943252e-26,1.2229082645796913e-25
ZDHHC18,10.579584,0.87628037,3.7059995997862534e-26,1.2381768470163816e-25
CCT5,10.578604,0.33480564,3.744974356530505e-26,1.2505288902678908e-25
KPNA4,10.568574,0.4317064,4.167847241720475e-26,1.3909911569827534e-25
NFKB2,10.565811,0.4129273,4.2924106258811793e-26,1.431797686591365e-25
C1QBP,-10.56337,-0.28567436,4.405586293007466e-26,1.4687641054839527e-25
KEAP1,10.559253,0.78515095,4.603122998679205e-26,1.5338008881343788e-25
TTC7A,10.554565,0.90442854,4.838756896978172e-26,1.6114558054450786e-25
PSMG2,10.549373,0.33740878,5.1137606709680006e-26,1.7021322852006022e-25
CAND1,10.547642,0.45180568,5.208789868312967e-26,1.7328388895597668e-25
ARHGDIB,-10.539864,-0.12520723,5.65806586327e-26,1.8812993634879101e-25
RPS6KA1,10.538704,0.6509963,5.728316294343176e-26,1.903643343609998e-25
ACTR1A,10.53762,0.6014069,5.794711720553016e-26,1.9246831212331758e-25
ATP6V1B2,10.5189495,0.6767936,7.065723343224886e-26,2.3455946481418357e-25
COPB1,10.517144,0.35769245,7.202339522143639e-26,2.3896757553268714e-25
YWHAZ,10.506401,0.10994701,8.07155679402279e-26,2.6766517508765266e-25
FLOT1,-10.500669,-0.6356627,8.577063232537277e-26,2.8427749141935816e-25
SMARCE1,10.498793,0.3869389,8.749159509091987e-26,2.8982751855755357e-25
IFI44,10.495374,0.88166255,9.071837023522235e-26,3.00357214131577e-25
BIRC6,10.479964,0.39593372,1.0678370438171793e-25,3.5336007372550453e-25
PSMC5,10.475327,0.27281058,1.1214957617802622e-25,3.70919716442534e-25
DPP7,10.462617,0.2503248,1.2826280999055296e-25,4.239873925588141e-25
MORF4L1,10.460495,0.17179711,1.3116898522057381e-25,4.333645509590266e-25
CLPTM1,10.450052,0.60362446,1.4644424678068597e-25,4.835759492900852e-25
CREG1,10.449093,1.1171389,1.479337901443967e-25,4.882362687949127e-25
TNIK,10.446882,0.3720033,1.5142161833824207e-25,4.994832558398355e-25
NME4,-10.4321575,-1.382152,1.7682650950691182e-25,5.829763580732365e-25
U2AF1,10.428636,0.4924301,1.8350369223906764e-25,6.046708253769911e-25
MDFIC,10.4189005,0.35489,2.0328871408901493e-25,6.695118019153257e-25
PDXK,10.416991,0.6946315,2.07410129480864e-25,6.827250095411773e-25
SVIP,-10.41287,-0.4891917,2.165901963786558e-25,7.125669033206067e-25
SAMD9,10.399107,0.50213563,2.5026683329697006e-25,8.229269265576345e-25
PDZD11,10.398803,0.8068004,2.5106847097855646e-25,8.251281344798161e-25
RNF5,10.394384,0.46043321,2.629803315613429e-25,8.638211838286004e-25
MYO5A,10.382655,0.7254009,2.973862192679326e-25,9.763216172809929e-25
YPEL2,10.382502,0.7240129,2.978650004451096e-25,9.773793205982803e-25
AGTRAP,10.371844,0.67803586,3.3303392236979437e-25,1.0922042614345174e-24
NASP,10.371773,0.29680723,3.3328333321332254e-25,1.0924481526178289e-24
ESYT2,10.37089,0.5145922,3.3637703410588814e-25,1.101933045963107e-24
KCMF1,10.370847,0.7277874,3.365301050481785e-25,1.101933045963107e-24
TET2,10.365593,0.90589094,3.5554595100730425e-25,1.1635879812462432e-24
GSTP1,-10.361413,-0.27392492,3.714354007300866e-25,1.2149519580484647e-24
RBM33,10.358273,0.40215558,3.83832826414274e-25,1.2548458196183783e-24
GBF1,10.357993,0.67050946,3.8495413556338264e-25,1.2578527539534403e-24
NCL,10.352607,0.12871243,4.072442276668857e-25,1.329990175232357e-24
CDC14A,-10.348634,-0.51894987,4.245002985074362e-25,1.3856204827326932e-24
DCTN2,10.347339,0.3996579,4.302787350589195e-25,1.4037478230542165e-24
MAP3K5,10.343647,0.6474447,4.471884801914756e-25,1.4581521969043883e-24
FBXW11,10.318899,0.6409393,5.7883200304144195e-25,1.886418031844198e-24
FAM89B,10.31319,0.85536575,6.142735937877859e-25,2.0008776089924697e-24
P4HB,10.308724,0.25769955,6.434972693239408e-25,2.094974678065057e-24
SBNO2,10.292174,0.8304085,7.64309140771294e-25,2.4869934033126414e-24
OVCA2,10.289807,0.64474887,7.833316358603102e-25,2.5475626573237083e-24
TPR,10.286691,0.2106507,8.090966143315381e-25,2.62998540106413e-24
LRRC8C,10.286056,0.5966903,8.144475656860082e-25,2.6460006545790617e-24
MAF1,10.285185,0.3505847,8.218453928497271e-25,2.668645731932959e-24
ZMYM5,10.283429,0.5515864,8.369580775854808e-25,2.7163054405673352e-24
TIMM23,10.273993,0.5987891,9.230394105982543e-25,2.9941210818834225e-24
SLU7,10.265707,0.41993314,1.0058146130126396e-24,3.260929350551628e-24
MVP,10.263855,0.34909,1.0253027630513757e-24,3.322385536969697e-24
MFF,10.260294,0.3535943,1.0638237054723832e-24,3.4454196916726225e-24
RBM18,10.253651,0.65904194,1.1395600657902731e-24,3.688793760683141e-24
PPP2R2A,10.252429,0.44010055,1.1540582307446833e-24,3.733788189775826e-24
NCOA1,10.251854,0.914087,1.1609518135441676e-24,3.754145216750855e-24
PRPF4B,10.249717,0.27658385,1.1869102868518912e-24,3.8360989643928806e-24
SLC25A11,10.246295,0.6057676,1.2296755734326747e-24,3.97225944813319e-24
TAF15,10.245935,0.28168893,1.2342460201827917e-24,3.984960895996277e-24
CNIH4,10.24514,0.5047748,1.244439361132871e-24,4.015794236210056e-24
DNTTIP2,10.235155,0.2948666,1.3797370714280409e-24,4.450097706864292e-24
FKBP11,-10.224821,-0.3528151,1.535116936491816e-24,4.9486904962011485e-24
SHMT2,10.214752,0.5258624,1.7031320968271473e-24,5.487479306297484e-24
SF3B3,10.214125,0.5132689,1.7141893440582588e-24,5.520255777227861e-24
SUPT6H,10.213035,0.4632599,1.7335716391744377e-24,5.579794017580024e-24
GZMM,10.210946,0.31054416,1.771285667405649e-24,5.6982442527209556e-24
HP1BP3,10.209984,0.2179184,1.7889441026942734e-24,5.7520866279829776e-24
HUWE1,10.199672,0.47237644,1.9894366925490535e-24,6.393447166940599e-24
RB1CC1,10.195577,0.41919798,2.0750863908587677e-24,6.66526719781244e-24
TMEM134,10.1954775,0.46020406,2.077215951684475e-24,6.668675285217493e-24
FARSA,10.1912565,0.61590016,2.169411368383915e-24,6.961077814953221e-24
SH2D3A,-10.179587,-1.8440373,2.4459697495975673e-24,7.844448719033103e-24
RAB33A,10.17273,1.1350474,2.624462662389874e-24,8.412568811492143e-24
DAZAP1,10.163283,0.4313471,2.8917020778641343e-24,9.264431554389149e-24
UBE2J1,10.154919,0.42205843,3.1507296687512588e-24,1.0089124608864344e-23
SMIM19,10.154238,0.5098232,3.172812099419643e-24,1.0154625801270764e-23
IL10RB,10.152059,0.62685627,3.2444513017559952e-24,1.0378585635191782e-23
TNPO1,10.150216,0.54321915,3.306307485930349e-24,1.0571037407628744e-23
SLC35B1,10.142301,0.84658295,3.58552822158535e-24,1.1457901500724101e-23
NAA60,10.138744,0.6427273,3.718467638833991e-24,1.1876641010216446e-23
TM9SF2,10.1355,0.3439393,3.844035765148316e-24,1.2271420567923603e-23
SDF2,10.1336975,0.44497532,3.915565910315148e-24,1.2493377733270367e-23
WAPL,10.128955,0.36929542,4.110169482188426e-24,1.3107597209166052e-23
RPS19BP1,10.128305,0.3317873,4.137577646265679e-24,1.3188264601810062e-23
MGAT1,10.118568,0.47312373,4.570494409395294e-24,1.4560722618190928e-23
CCND2,10.118302,0.37507436,4.582958794765121e-24,1.459298257047404e-23
ZC3H12D,10.107825,0.52016526,5.100394127672863e-24,1.623230991882016e-23
SLC6A6,10.10414,0.814081,5.295804905162068e-24,1.6845626102505847e-23
MTF2,10.100099,0.52699435,5.518675320053368e-24,1.7545620311998508e-23
PSMD3,10.0999155,0.53018546,5.528965738188045e-24,1.7569386543804272e-23
HMCES,10.0994215,0.48285282,5.556888095472078e-24,1.7649129060479e-23
NDUFB9,-10.098741,-0.21475129,5.595639295629746e-24,1.7763166248232578e-23
PLIN3,10.093218,0.86656636,5.9196762406439215e-24,1.8782256948580942e-23
PRKAB1,10.091356,1.1012552,6.032983239538407e-24,1.9132036787580892e-23
PXK,10.089665,0.9547908,6.137827823164942e-24,1.9454638620808737e-23
NEU1,10.086592,0.24581538,6.333018755134524e-24,2.0063132005479473e-23
CDC73,10.086003,0.3758038,6.3710927085963034e-24,2.017351070235897e-23
MT1X,10.081898,0.26803556,6.643064827590865e-24,2.1024020075555062e-23
NUMB,10.075304,0.6686612,7.104088277404873e-24,2.2471675083265996e-23
TOR1AIP1,10.070055,0.39384043,7.493617479944395e-24,2.3691827098446286e-23
LSM1,10.065313,0.45295864,7.863678294074641e-24,2.4849223409275864e-23
FBLN5,-10.0618,-1.8468497,8.149446470965236e-24,2.5739218332638685e-23
IDH3G,10.061686,0.4217578,8.158927531242518e-24,2.575612884293604e-23
PRDX2,10.051421,0.21526498,9.055222930531491e-24,2.857110531316837e-23
UBN1,10.033149,0.4712339,1.0898401069410505e-23,3.436933859231479e-23
HMGA1,-10.031916,-0.39762852,1.1035453658231837e-23,3.4783972869204493e-23
AGPAT2,10.030437,0.877704,1.1201883689457092e-23,3.5290740083746444e-23
DDX18,-10.027819,-0.28567016,1.1503022775254726e-23,3.6221173128337407e-23
UPF3B,10.024363,0.6019242,1.1912605815411014e-23,3.749196817649024e-23
BEX4,-10.024263,-0.9107355,1.1924497351891562e-23,3.751047780905002e-23
AEBP2,10.022939,0.6200456,1.2085549471092004e-23,3.799794168719657e-23
CAPN7,10.019756,0.4937993,1.2481015571065182e-23,3.922156000957593e-23
GGCT,10.014169,0.7582333,1.3206783232913259e-23,4.148139615330229e-23
HNRNPF,10.013969,0.18366872,1.3233367877400688e-23,4.1543988391779523e-23
TTC19,10.012305,0.4003376,1.3457976593446928e-23,4.222786924067485e-23
AKR7A2,10.007691,0.5422151,1.410039840831661e-23,4.4221400234323596e-23
MRPS36,10.006917,0.41072512,1.42111989383445e-23,4.454650556213361e-23
MEF2D,10.006515,0.6990531,1.4269169123699464e-23,4.470576531175118e-23
IAH1,9.997265,0.47199517,1.5666423954361016e-23,4.905878168548274e-23
DCTN6,9.995698,0.60010284,1.591616838296221e-23,4.981585099200961e-23
ACAA2,9.995271,0.54212195,1.5984922524438295e-23,5.0005965651638795e-23
PLAA,9.991839,0.59381694,1.654816636743159e-23,5.174203722401832e-23
RAB29,-9.987056,-0.7614565,1.7366354551079632e-23,5.427311905522684e-23
DDA1,9.979424,0.55339986,1.875509447546489e-23,5.858385616685505e-23
CLIP1,9.977297,0.4562141,1.9161661487363662e-23,5.982387660962311e-23
DNAJC3,9.97631,0.41568694,1.9353034373923353e-23,6.039114376382782e-23
RGL4,-9.975362,-0.6669361,1.9538811448061822e-23,6.094039092821281e-23
BAD,9.970388,0.6486767,2.0542443400351054e-23,6.403865597482064e-23
FLNA,-9.966792,-0.26955497,2.129964096734684e-23,6.636598066760441e-23
SMCHD1,-9.95794,-0.20718057,2.3283743397877327e-23,7.251189747811996e-23
CHST12,9.95759,0.8014274,2.3365741415312746e-23,7.273096866482137e-23
RSL1D1,-9.950384,-0.20213509,2.5121255004201505e-23,7.815640701955213e-23
SCAMP3,9.943326,0.39888176,2.696697763829974e-23,8.38569543799844e-23
GTF3A,-9.941109,-0.22522016,2.757404565101289e-23,8.570200144819295e-23
ABHD14B,-9.939808,-0.3121133,2.793663976829634e-23,8.678574852859007e-23
ANK3,-9.939714,-1.0584353,2.796273531346144e-23,8.682359755786708e-23
MCM5,9.936416,0.91046923,2.8904001563207214e-23,8.970157819789967e-23
SFT2D2,9.93416,0.63592356,2.9565594794876907e-23,9.170918345667335e-23
FAM110A,9.933534,0.71237993,2.97522138929502e-23,9.224220909384114e-23
SOCS3,9.930835,0.31326762,3.05686674066829e-23,9.472644155169215e-23
TAF1D,9.92778,0.2248961,3.151928457966177e-23,9.762374941025762e-23
CD69,-9.92339,-0.23312485,3.2937352429489153e-23,1.0196528596847311e-22
CHST7,9.921905,1.0287951,3.343137920499415e-23,1.0344335033136763e-22
FAAH2,9.912769,0.43680608,3.6634657396965674e-23,1.1329875957109156e-22
ATP6V1E1,9.910472,0.5105993,3.748724452214576e-23,1.1587810453824254e-22
ERLEC1,9.907528,0.44487292,3.8608136019324406e-23,1.1928384994881368e-22
RFX5,9.906811,0.8883301,3.888621485267641e-23,1.2008355610863607e-22
SGF29,-9.898865,-0.79521185,4.21027661933496e-23,1.2995220762249993e-22
LYSMD2,-9.896335,-0.6084239,4.3181274257670266e-23,1.3321519161745927e-22
BECN1,9.892798,0.41153756,4.4734618128356694e-23,1.3793910659045166e-22
MRPL37,9.892202,0.5457116,4.500184825690523e-23,1.3869458517103483e-22
GYG1,9.89079,0.53585386,4.564105339598589e-23,1.4059516991330106e-22
FHIT,-9.885167,-2.3351827,4.8277599760527865e-23,1.4864356196618373e-22
NBPF26,9.884649,0.63149804,4.8527596951508517e-23,1.493396117230595e-22
OXCT1,9.879319,0.49984434,5.1179536688022947e-23,1.5742310915226773e-22
COX6B1,9.875584,0.14618687,5.312284718432915e-23,1.6332004397901393e-22
NFKBIE,9.873005,1.0529281,5.450704494354364e-23,1.6749309083833375e-22
SGK3,-9.871291,-1.4574022,5.54462437001636e-23,1.7029527900232336e-22
NCOA4,9.870887,0.39306572,5.567029516394507e-23,1.7089931732325685e-22
APOL6,9.866091,0.43794346,5.83964036176671e-23,1.791799188681713e-22
CMTM3,9.864415,0.34004188,5.937961264056352e-23,1.8210720515467171e-22
CLPTM1L,9.862056,0.90710765,6.079169869816525e-23,1.8634626305267648e-22
USP42,9.855128,0.7515824,6.513360266997695e-23,1.9955759168548166e-22
LRRC59,9.850066,0.5123869,6.849891953596404e-23,2.0976533700880843e-22
ARRDC1,9.847868,0.4632706,7.001344970233381e-23,2.1429815575883535e-22
ZFAND6,9.844948,0.4174578,7.207652317680981e-23,2.205045194368756e-22
IL2RA,9.844899,0.68421966,7.211179685477698e-23,2.205045194368756e-22
EIF2AK3,9.838334,1.0694498,7.697450142792382e-23,2.352585031398984e-22
ATP13A3,9.838039,0.73951083,7.720090891131339e-23,2.3583498409961176e-22
SREK1,9.823761,0.41396728,8.896153975149244e-23,2.71628654397781e-22
MOB3A,9.822981,0.5725733,8.965259338755086e-23,2.7360480945315644e-22
PCMT1,9.817606,0.35415137,9.456243199472934e-23,2.884477703221436e-22
EMB,9.813962,0.26478335,9.80422124339375e-23,2.9891619335623057e-22
CAT,9.808085,0.54825336,1.039211546745172e-22,3.166855109002255e-22
B4GALT1,9.806835,0.4246813,1.0521651085762046e-22,3.2047644912757895e-22
FNDC3B,9.806408,1.0496562,1.0566288996298364e-22,3.216790713458443e-22
RSBN1,9.796539,0.33980557,1.1650933260491236e-22,3.545269355374247e-22
IDI1,9.79192,0.27582806,1.2195804041848856e-22,3.709259894014557e-22
NRBF2,9.787639,0.4442688,1.2723198840042498e-22,3.867778078943265e-22
BCL2L1,9.776618,0.7847964,1.4187256649779002e-22,4.3107433666636205e-22
RNASET2,-9.763113,-0.19048381,1.6210186124759474e-22,4.923005917499946e-22
UBE2D2,9.761301,0.16131991,1.6502494220100244e-22,5.0093417523173945e-22
ZDBF2,9.749037,0.81406015,1.8622611783455945e-22,5.650156545481213e-22
DGKZ,9.738723,0.40526417,2.0612779870417785e-22,6.250940678876453e-22
MRPL27,9.737371,0.61813134,2.0888739307820143e-22,6.331550365230962e-22
TUFM,9.737212,0.24288538,2.092150373520885e-22,6.338403146186331e-22
FLII,9.733542,0.51826787,2.169042485848025e-22,6.568167954477207e-22
SLC16A1,9.731755,0.7477825,2.2074988218391785e-22,6.681377374926437e-22
DUSP23,9.718012,0.6616708,2.5266744767693324e-22,7.643710814114107e-22
HDAC7,9.715238,0.5684763,2.5964381932125314e-22,7.850954827441574e-22
MYDGF,9.713982,0.32633117,2.628641395355744e-22,7.944479878167166e-22
DNM1L,9.709905,0.59127796,2.7359227861500936e-22,8.264711572295611e-22
PNRC2,9.702748,0.24746168,2.9348517211410994e-22,8.861349584732269e-22
WBP2,9.67685,0.32041386,3.7818736112488375e-22,1.1413284916733074e-21
GUSB,9.675119,0.6150172,3.8464251424593274e-22,1.160248396041018e-21
CENPC,9.670412,0.29302168,4.0275312781641336e-22,1.2142909520300656e-21
SLC52A2,9.663486,0.73730505,4.30946624680065e-22,1.2986662890527695e-21
COPS8,9.639234,0.44047052,5.459425407919357e-22,1.6444147669316944e-21
HMG20B,9.623953,0.62459135,6.334877255239245e-22,1.907186152915973e-21
IRS2,9.621222,0.68142736,6.505421148509833e-22,1.9575859878423274e-21
PHLDA2,9.61897,1.0370152,6.64936580840196e-22,1.9999369643487532e-21
SIRT7,9.61001,0.50374085,7.254191067811983e-22,2.1807999255402016e-21
ZDHHC12,9.609863,0.58582836,7.26454672516466e-22,2.1828616327276185e-21
COMMD8,9.586256,0.5392774,9.133971344888695e-22,2.7432682946799974e-21
LRP10,9.58423,0.32251683,9.314925821301762e-22,2.7962699399107407e-21
GABARAPL2,9.577056,0.2302861,9.985015188749318e-22,2.9959846054319467e-21
GFPT1,9.569537,0.57002383,1.073857536462999e-21,3.220540550247755e-21
YEATS2,9.566134,0.96560097,1.1097766552961542e-21,3.326664796207156e-21
DCTN3,9.562308,0.29606566,1.1515871802938528e-21,3.450338738460843e-21
LRRC8D,9.559491,0.8327018,1.1833726320781656e-21,3.543871687523911e-21
POR,9.558083,0.7140868,1.1995876133213822e-21,3.590708055030574e-21
MED8,9.557743,0.6228355,1.2035206975356511e-21,3.600753918178331e-21
DERL2,9.554182,0.43017355,1.245640317047703e-21,3.7249838134617704e-21
RANBP2,9.548179,0.2732569,1.3199617138282403e-21,3.945345333334314e-21
ELL2,9.525133,0.38574168,1.648312081351349e-21,4.9244211104422065e-21
TBC1D10C,-9.523976,-0.23054639,1.6667717400796629e-21,4.977187765472333e-21
FAM177A1,9.523612,0.15138215,1.6726162137285739e-21,4.9922514537924576e-21
ISOC1,9.521411,0.70071113,1.7084318968990438e-21,5.096712939075972e-21
TSNAX,-9.520541,-1.606915,1.7227894944114942e-21,5.137089935318746e-21
IER5L,9.518881,0.8808162,1.7505414658967352e-21,5.217349230497385e-21
TP53BP1,9.51798,0.759169,1.7657864484776614e-21,5.260273615727487e-21
DCTN5,9.50178,0.801239,2.063331429392433e-21,6.143726837231954e-21
DBNL,9.499566,0.3397158,2.1076673022836353e-21,6.2727475601107144e-21
FUBP1,9.498745,0.34058115,2.124359507231871e-21,6.31941262375315e-21
ZCCHC2,9.480384,0.83670086,2.5334823928668794e-21,7.53285546159228e-21
PANK2,9.478118,0.51087403,2.589110460819006e-21,7.694589707605436e-21
YPEL5,9.473145,0.09793771,2.7154373260912494e-21,8.066180081930265e-21
ASNSD1,9.469906,0.6858413,2.8009504691130964e-21,8.31623781053037e-21
WDFY1,9.465063,0.7821199,2.9338467189414624e-21,8.706674927681249e-21
FBXO7,9.464605,0.3271176,2.946713062174415e-21,8.740701625965078e-21
ATG4B,9.463049,0.5875149,2.990913940945579e-21,8.8675980548415e-21
AZI2,9.462153,0.6035107,3.0166576066455093e-21,8.939677171450438e-21
RUNX1,9.460447,0.45707524,3.066277069022052e-21,9.082408726989381e-21
TMF1,9.454746,0.27487612,3.2380702174418233e-21,9.5867154777298e-21
CENPM,9.45441,1.06676,3.2484853633310245e-21,9.612990589164971e-21
FLI1,-9.451464,-0.31250077,3.3412499895321023e-21,9.882815727331683e-21
ATP6V1A,9.443292,0.9290957,3.6124738946118795e-21,1.0679985588002245e-20
UHRF1BP1L,9.432987,0.83514863,3.9857104731237214e-21,1.1777849935021377e-20
NCBP3,9.432748,0.5260453,3.994842523067919e-21,1.1799248550149969e-20
UBA1,9.430171,0.4732662,4.094194234819172e-21,1.2086975505916012e-20
AGO2,9.425381,0.5388151,4.285471411353198e-21,1.2645686561822842e-20
PJA2,9.416778,0.37828568,4.6514598808944144e-21,1.3719168769689054e-20
CLASP1,9.406228,0.9373108,5.1426098013043646e-21,1.5160617746783438e-20
MRPS7,9.404143,0.372747,5.2455669267253585e-21,1.5456838144330954e-20
RRP7A,9.398785,0.43873242,5.519693527262241e-21,1.625691708524948e-20
APRT,-9.398638,-0.15594128,5.527385705633154e-21,1.6271893485309674e-20
DLD,9.394858,0.5426343,5.7294999985764485e-21,1.6858938939705617e-20
SDF2L1,9.394688,0.46107364,5.738806072871995e-21,1.6878364137980266e-20
SMARCAD1,9.390462,0.81353253,5.973793054968774e-21,1.7561206997673158e-20
RNF144A,-9.3897,-3.5520647,6.017156851991151e-21,1.7680355891373245e-20
TRERF1,9.3885355,0.8965782,6.084016581930595e-21,1.7868398817801807e-20
TMEM205,9.382648,0.7004021,6.433623880462337e-21,1.8886287223878385e-20
ZNF106,9.380467,0.4543203,6.568117758231207e-21,1.927203710819039e-20
SNX3,9.37835,0.22036985,6.701294920934627e-21,1.9653562782684684e-20
HTRA2,9.376636,0.7478447,6.811169820134687e-21,1.9966421252917138e-20
ABHD2,9.375002,0.9188101,6.917429506656104e-21,2.0268393216451052e-20
YIPF4,9.371132,0.45247594,7.17589377717362e-21,2.1015839072426354e-20
ZNF644,9.364377,0.33741564,7.649997853376455e-21,2.239382579874412e-20
UNC119,9.364295,0.5352314,7.655974589151809e-21,2.2400814538629368e-20
ATF6B,9.363888,0.40098006,7.685544433570554e-21,2.247679606837574e-20
CYB561D2,9.362334,0.4961835,7.79940692925278e-21,2.2799109435815737e-20
LUZP1,9.355733,0.6005988,8.302208834648971e-21,2.4257530588503853e-20
EGLN1,9.350329,0.6441296,8.737510721676924e-21,2.5517456440798167e-20
RNF38,9.349675,0.6912562,8.791747871297509e-21,2.5663843996617283e-20
POLD4,9.344719,0.24323818,9.213363541201308e-21,2.6882001804879553e-20
PPP2R5A,9.3313265,0.47946402,1.0455417829899167e-20,3.0491711531028363e-20
KLHL28,9.329256,0.4289653,1.066169398693493e-20,3.1078763275320365e-20
BLOC1S1,-9.320365,-0.4154279,1.1594038953335111e-20,3.378076428933913e-20
STYXL1,9.319846,0.98650867,1.1650938064274636e-20,3.393070670048437e-20
ZC3H15,9.314325,0.22614506,1.2273013580173623e-20,3.572568925086921e-20
ALKBH5,-9.302508,-0.9264201,1.371710659773398e-20,3.991070502398963e-20
RPS6KA3,9.299713,0.4194631,1.4082505219699125e-20,4.095476005412034e-20
CSNK2A1,9.29844,0.488457,1.4252127812844194e-20,4.1428751597559673e-20
CCNG2,9.295947,0.70754665,1.4590122766167964e-20,4.2391506603191e-20
IKBKB,9.290493,0.68114984,1.535748065891616e-20,4.460029632028653e-20
GSDMD,9.289848,0.38380918,1.5450878824896627e-20,4.4850667323804584e-20
IGF2R,9.288254,0.5282984,1.5684008390696018e-20,4.5506227971331404e-20
C8orf76,9.281287,0.74295586,1.674426121007254e-20,4.855991366731539e-20
OXNAD1,9.281003,0.273951,1.67891159669259e-20,4.866738167653718e-20
AP3S1,9.279736,0.46476698,1.6990005450342062e-20,4.922684494688245e-20
PEA15,9.275775,0.75211596,1.7633245667970484e-20,5.106686135211312e-20
ADAM10,9.271869,0.3378202,1.829123940871511e-20,5.294787808431865e-20
COMMD5,9.270006,0.62113523,1.8613584533312004e-20,5.385599493388976e-20
RNF149,9.269747,0.22785015,1.8658833083627633e-20,5.396189864454127e-20
LAPTM4B,9.269472,1.0986564,1.8706938341205478e-20,5.407596210628225e-20
ERI1,9.243693,1.055952,2.3813318569686053e-20,6.88050561080605e-20
IKBKG,9.242849,0.6463973,2.400193214822891e-20,6.931793546371895e-20
SAP30BP,9.239871,0.36066625,2.4679385720068656e-20,7.12414645138522e-20
EIF3M,-9.2374735,-0.21354188,2.523851041716089e-20,7.282179542926543e-20
PDCD7,9.234139,0.42960122,2.60371605403596e-20,7.50914597654271e-20
CHMP2B,9.230004,0.3903993,2.706200685670941e-20,7.801107842620019e-20
INSIG1,9.229545,0.39437327,2.717850185525394e-20,7.831072487471831e-20
RPN1,9.221314,0.25366023,2.9348090340758514e-20,8.452304190894042e-20
ARHGEF3,9.219126,0.36931622,2.99531336038686e-20,8.622578727940218e-20
RARA,-9.214778,-0.7165574,3.119223621351126e-20,8.975138137783484e-20
NDUFA12,-9.209937,-0.24812385,3.263162887998726e-20,9.3849767668203e-20
NDUFA13,-9.203686,-0.20011887,3.4587765245858074e-20,9.942986775651784e-20
ITPR2,9.203189,0.61334074,3.474814808699365e-20,9.984493195714887e-20
PRCC,9.19692,0.5650705,3.683561501135504e-20,1.0579432732897692e-19
TMEM9B,9.190457,0.3685754,3.9117540350735593e-20,1.122964900317115e-19
PARP8,-9.188111,-0.27528763,3.997982503155695e-20,1.1471912092963078e-19
ASCC3,9.185712,0.46476755,4.0881452199469557e-20,1.1725236359232055e-19
SYPL1,-9.181373,-0.33444828,4.2562941419164714e-20,1.2201897905236886e-19
SNX1,9.178496,0.4263755,4.371521690754189e-20,1.2526476984387921e-19
CCDC91,9.175224,0.3786046,4.5063356065693275e-20,1.2906856595043218e-19
DCP1B,9.174239,0.88909143,4.547752609527652e-20,1.3019506438560585e-19
MED27,9.162145,0.6150679,5.0875864794004383e-20,1.4558288499742381e-19
KCNN4,9.161144,1.0161408,5.1349998320199793e-20,1.4687229125406366e-19
IFNGR1,-9.161062,-0.6391745,5.1388863437196326e-20,1.4691612309278163e-19
N4BP2,9.1608715,0.65707797,5.1480083857871465e-20,1.4710952534660064e-19
YTHDF3,9.15339,0.57691747,5.517454313427595e-20,1.575946561560715e-19
ARSA,9.149294,0.6395324,5.730668434705873e-20,1.6360979735132364e-19
CASD1,9.12555,1.0225333,7.137252889364087e-20,2.0367441830142326e-19
EIF2AK1,9.121811,0.42946336,7.387920356005808e-20,2.1073131143433386e-19
LEPROTL1,-9.121721,-0.14319743,7.394037553522392e-20,2.1080944893345475e-19
ICAM1,9.118898,0.70665115,7.589175858888963e-20,2.1627418509281287e-19
SNW1,9.118584,0.32369703,7.611224847469443e-20,2.168035338797663e-19
ARID1B,9.114825,0.44775942,7.87972837726846e-20,2.24349383223232e-19
TNFSF12,9.114451,0.42052066,7.906947216310904e-20,2.2502169437754832e-19
CDC37L1,9.104416,0.5535932,8.673158705312026e-20,2.467146010932195e-19
MRPS16,9.10329,0.46979767,8.763631052425541e-20,2.491745849575754e-19
BBC3,9.102849,0.7811472,8.799295383424991e-20,2.5007469256810276e-19
UBE2G1,9.097411,0.38520095,9.251091230050448e-20,2.6279499484180633e-19
SGMS1,9.096984,0.5874198,9.28753431795507e-20,2.637101987186424e-19
CCT2,9.096814,0.26270822,9.302053871648134e-20,2.640023565846112e-19
TRPT1,9.094285,0.66202277,9.521100638988683e-20,2.70096314036038e-19
HK1,9.088771,0.46655566,1.0016455000899204e-19,2.840195168587548e-19
RMND5A,9.086935,0.6975673,1.018701082800556e-19,2.887244985357979e-19
SF3A2,9.081587,0.27811664,1.0700332749272494e-19,3.0313561819432425e-19
GALNT10,9.070311,0.9073696,1.1867831754899638e-19,3.3605779483815176e-19
GLRX3,9.063281,0.5144167,1.2658412804941876e-19,3.582818789825045e-19
CRBN,-9.056079,-0.36145067,1.3522483236634744e-19,3.8256490426036913e-19
