signature	mean	sd
CD8_Lowery_pos_243g	0.362506065711532	0.095228415340015
CD8_Oliveira_TTE_100g	0.16120673609609	0.105119072643742
CD8_Oliveira_pos_74g	0.00676937303901144	0.143675060313768
CD8_Yost_CD8_Exh_100g	0.250270430115466	0.134014690391976
CD8_ave_Hanada_pos_27g	0.500331762695561	0.206233975684154
CD8_ave_Hanada_neg_5g	1.82086828538762	0.400366694205609
CD8_ave_Oliveira_virus_26g	0.20339913557836	0.103565240398558
