signature	mean	sd
CD4_ave_Hanada_pos_9g	0.723962270462417	0.221591161059216
CD4_Caushi_Tfh2_66g	0.0593559424957583	0.15025353678877
CD4_Lowery_pos_40g	0.129294801725468	0.141936193825854
CD4_Oh_CXCL13_50g	-0.0337154093981998	0.11873193401981
CD4_Lowery_neg_37g	0.452898118392894	0.114474883813419
CD4_ave_Hanada_neg_4g	1.32948195369634	0.490164754750504
